id,Tipo,Nombre,Ubicacion,Descripcion,Costo,MinimoPeriodo
3093,Apartamento,10,Old Shore,Macejkovic-Weissnat,83.96,30
3094,HabitacionVivienda,183,Dottie,Grimes Group,841.79,180
3095,HabitacionHostal,869,Tomscot,Shields-Gerlach,251.98,1
3096,Vivienda,600,Monument,Feest-Runolfsson,87.43,30
3097,HabitacionHostal,684,Trailsway,Robel-Sporer,333.76,1
3098,Apartamento,73,Westend,Leannon-Jakubowski,736.9,60
3099,HabitacionUniversitaria,722,Talisman,Langosh LLC,3.26,60
3100,HabitacionHostal,921,Bayside,Oberbrunner-Harris,983.19,180
3101,HabitacionHostal,429,Autumn Leaf,Mante, Tromp and Rempel,926.11,60
3102,Vivienda,8,Sunnyside,Larkin, Williamson and Hand,161.17,30
3103,Apartamento,868,Mallard,Becker, Mueller and Zieme,36.5,30
3104,Vivienda,733,Golf,Corwin-Nicolas,36.09,30
3105,HabitacionHostal,851,Menomonie,Schumm LLC,3.86,180
3106,HabitacionUniversitaria,96,Pierstorff,Mertz, Pollich and O'Connell,167.08,30
3107,HabitacionHostal,522,Chive,Kub Inc,913.1,180
3108,Vivienda,546,Nova,Fahey, Padberg and Treutel,741.34,180
3109,HabitacionVivienda,482,Pond,Hegmann-Hessel,307.71,180
3110,HabitacionUniversitaria,470,3rd,Will-Cassin,813.44,60
3111,HabitacionHotel,953,Badeau,Pfannerstill-Gutmann,44.16,60
3112,HabitacionHotel,749,Schlimgen,Williamson LLC,244.3,1
3113,Vivienda,254,Bluejay,Gleichner and Sons,465.26,180
3114,HabitacionHotel,458,Birchwood,Mann, Hettinger and Wisoky,5.09,30
3115,Vivienda,803,Springview,Zieme and Sons,644.91,30
3116,Apartamento,739,Alpine,Quitzon Group,21.0,1
3117,HabitacionHostal,593,Morning,Armstrong-D'Amore,432.65,180
3118,HabitacionUniversitaria,765,Erie,Glover, Cronin and Yundt,381.67,60
3119,HabitacionHotel,567,Carberry,Grant, Bednar and Schulist,356.83,180
3120,Apartamento,565,Marquette,Hauck Group,138.17,30
3121,HabitacionUniversitaria,811,Cascade,Sanford LLC,144.33,60
3122,HabitacionHotel,841,Troy,Murray and Sons,720.05,1
3123,HabitacionHostal,162,Transport,Conn, Schumm and Pfannerstill,194.57,60
3124,Vivienda,825,Oxford,Langosh LLC,244.65,30
3125,HabitacionHostal,154,Butternut,Nikolaus LLC,757.41,1
3126,Apartamento,74,Lillian,Parisian Group,689.13,1
3127,Vivienda,105,North,Breitenberg-Quitzon,533.47,180
3128,Vivienda,794,Northview,Volkman and Sons,99.44,180
3129,HabitacionVivienda,645,Huxley,Bogisich Inc,410.19,1
3130,Vivienda,832,Novick,McLaughlin and Sons,344.84,1
3131,Apartamento,14,2nd,Huels-Lubowitz,988.56,180
3132,Apartamento,528,Summerview,Littel, Koelpin and Robel,309.83,1
3133,Apartamento,98,Ramsey,Jones-Ratke,762.05,180
3134,HabitacionVivienda,575,Glacier Hill,O'Hara-Quigley,15.01,60
3135,HabitacionVivienda,736,Paget,Kunde-Lowe,72.23,180
3136,HabitacionHostal,530,Meadow Vale,Leannon LLC,639.06,1
3137,Apartamento,700,Tennessee,Boyer-Herman,387.77,60
3138,HabitacionVivienda,19,Blackbird,Gislason LLC,415.99,30
3139,Apartamento,174,Butternut,Stark, Witting and Dare,964.11,30
3140,HabitacionHotel,428,Bowman,Barton-Johnson,36.24,30
3141,Vivienda,317,Westridge,Balistreri-Nikolaus,260.35,30
3142,Vivienda,963,Chinook,Wolff-Breitenberg,461.75,30
3143,HabitacionUniversitaria,865,Hagan,West LLC,823.79,1
3144,HabitacionHotel,310,Montana,Schoen LLC,21.53,60
3145,Vivienda,467,Vermont,Schuster Inc,844.15,180
3146,HabitacionHotel,941,Clemons,Effertz-Swaniawski,213.37,1
3147,HabitacionUniversitaria,240,Browning,Considine Group,724.43,180
3148,HabitacionVivienda,551,Lerdahl,Ortiz, Johnson and Barton,73.89,180
3149,Apartamento,54,Sherman,McClure Group,913.24,30
3150,HabitacionUniversitaria,404,Warrior,Fadel, Little and Huels,230.69,60
3151,HabitacionHostal,592,Kipling,Rohan-Dicki,135.56,180
3152,HabitacionUniversitaria,955,Mockingbird,Keebler, Rath and Flatley,645.37,180
3153,HabitacionHotel,168,Eagle Crest,Lebsack-Okuneva,775.13,1
3154,HabitacionHotel,46,Namekagon,Nienow-Hackett,94.99,180
3155,HabitacionVivienda,62,Manufacturers,Roob, Krajcik and Heathcote,479.47,1
3156,Apartamento,688,Fordem,Kunde, Okuneva and Boyle,254.76,60
3157,HabitacionHotel,165,Grover,Lebsack, Crist and Rice,26.77,1
3158,HabitacionUniversitaria,74,Forest,Oberbrunner-Huels,934.96,180
3159,Apartamento,471,Manufacturers,Reichert, Wuckert and Rolfson,735.84,1
3160,Vivienda,51,Bunker Hill,Bayer Inc,492.5,180
3161,Vivienda,465,Green,Fadel, Flatley and Haley,295.79,60
3162,HabitacionHostal,970,Summit,Johnson-Dickinson,465.75,60
3163,HabitacionUniversitaria,696,Scofield,Roob Group,166.82,180
3164,HabitacionVivienda,633,Talmadge,MacGyver Inc,163.6,60
3165,HabitacionUniversitaria,479,Lindbergh,Murazik, Raynor and Hoppe,133.26,60
3166,HabitacionVivienda,953,Butterfield,Hayes-Walter,879.06,1
3167,Apartamento,886,Bunker Hill,Dietrich-Frami,601.81,180
3168,HabitacionVivienda,103,Luster,Lakin-Nikolaus,175.49,1
3169,Vivienda,46,Del Mar,Effertz, Torp and Kirlin,720.32,60
3170,HabitacionVivienda,147,Butternut,Breitenberg-Gulgowski,211.45,30
3171,Vivienda,617,Longview,Dietrich, Aufderhar and Dicki,669.1,180
3172,HabitacionHotel,949,Cardinal,VonRueden, Russel and Murazik,482.93,60
3173,HabitacionVivienda,522,Nelson,Huel LLC,807.23,1
3174,Vivienda,178,Claremont,Dicki, Swift and Weissnat,470.34,180
3175,HabitacionUniversitaria,792,Dryden,Kshlerin-Goldner,669.28,1
3176,Vivienda,502,Jay,Cummings Group,634.32,60
3177,HabitacionHotel,89,Warner,Braun-Homenick,170.53,60
3178,HabitacionHostal,443,John Wall,Bernhard, Willms and Kassulke,472.15,60
3179,HabitacionVivienda,619,Eliot,Blanda Group,304.64,30
3180,HabitacionUniversitaria,789,Del Sol,Kautzer-Swift,775.65,180
3181,Apartamento,911,Macpherson,Mohr-Crist,219.31,1
3182,Apartamento,864,Bluestem,Fahey-Kihn,865.63,30
3183,Vivienda,901,Susan,Turner-Larson,443.42,1
3184,Vivienda,156,Shelley,Jenkins, Schulist and Legros,800.97,60
3185,HabitacionVivienda,615,Claremont,Aufderhar, Feest and Jaskolski,865.59,30
3186,HabitacionUniversitaria,846,Dunning,Bartoletti-Kerluke,304.27,60
3187,HabitacionHotel,501,Brickson Park,Effertz Inc,713.04,1
3188,Apartamento,106,2nd,Spinka, Smith and Koss,196.61,1
3189,HabitacionHostal,703,Bayside,Fritsch, Hintz and Graham,944.06,180
3190,Vivienda,685,Gina,McDermott-Beahan,30.8,1
3191,Vivienda,923,Shopko,Dare LLC,661.49,30
3192,Vivienda,199,Talisman,Von Inc,120.3,30
3193,HabitacionVivienda,475,Loftsgordon,Flatley Group,551.24,60
3194,Apartamento,943,Fair Oaks,Christiansen-Dickens,632.18,60
3195,Vivienda,949,Pankratz,Cassin, Cormier and Hoeger,285.39,30
3196,HabitacionVivienda,747,Mockingbird,Kessler-Bernhard,910.85,30
3197,HabitacionHotel,832,Warbler,Torphy, Kovacek and McDermott,203.29,180
3198,Apartamento,906,Spenser,Schiller, Ward and Batz,827.94,1
3199,Apartamento,313,Menomonie,Ebert-Goodwin,891.38,180
3200,Apartamento,764,High Crossing,Roob Group,653.23,30
3201,HabitacionHostal,711,Bluejay,Schuster-Beer,580.64,1
3202,HabitacionHostal,401,Comanche,Kutch LLC,918.0,180
3203,Vivienda,358,Farwell,Altenwerth-Schumm,477.8,60
3204,HabitacionUniversitaria,951,Shoshone,Little and Sons,512.43,1
3205,HabitacionHostal,611,Heffernan,Renner-Murphy,505.07,30
3206,HabitacionUniversitaria,348,Briar Crest,Schaden Inc,634.2,60
3207,HabitacionHostal,857,Sachtjen,Runte, Parisian and Cummings,815.93,60
3208,Vivienda,32,Sutherland,Flatley, Koch and Pfannerstill,645.19,180
3209,HabitacionVivienda,735,Pennsylvania,Hagenes-O'Kon,238.2,1
3210,HabitacionHostal,12,Prairie Rose,Wilkinson, McDermott and Cartwright,252.79,60
3211,HabitacionHotel,343,Doe Crossing,Reynolds, Ebert and Murray,310.61,60
3212,HabitacionHostal,439,Grim,Wolff-Deckow,2.39,30
3213,HabitacionVivienda,66,Shasta,Harber, Parisian and Stark,428.84,60
3214,Apartamento,469,Jenifer,Kunze-Quigley,30.63,60
3215,Apartamento,117,Hooker,Hills, Abbott and O'Reilly,109.49,30
3216,HabitacionVivienda,275,Gina,Ernser, Hahn and Nolan,537.76,30
3217,HabitacionVivienda,440,Red Cloud,Champlin-Beatty,779.36,1
3218,HabitacionHostal,731,Quincy,Kiehn LLC,164.96,180
3219,Vivienda,470,Troy,Wehner-Fay,539.68,60
3220,Apartamento,282,Village Green,Goodwin and Sons,813.7,180
3221,HabitacionHotel,920,Hallows,O'Connell, Keebler and Jacobs,562.82,60
3222,HabitacionHotel,645,Garrison,O'Kon Inc,488.35,1
3223,HabitacionVivienda,213,Harper,Fritsch-Glover,719.5,180
3224,HabitacionVivienda,602,Eastlawn,Wiegand-Renner,188.03,1
3225,HabitacionHotel,69,Trailsway,Reichert-Bogan,576.16,180
3226,HabitacionVivienda,790,Anzinger,Walsh Group,557.26,180
3227,Apartamento,533,Florence,Pfannerstill and Sons,631.19,180
3228,Vivienda,792,Crowley,Terry, Ernser and Kunde,735.67,180
3229,HabitacionHostal,971,Glendale,Lindgren-Waters,110.96,60
3230,HabitacionHotel,856,Transport,Ritchie LLC,190.31,1
3231,HabitacionHotel,670,Alpine,Boyer-Rempel,221.86,1
3232,HabitacionVivienda,353,South,Paucek-Schroeder,334.75,30
3233,HabitacionHostal,513,Kropf,Stokes and Sons,162.5,30
3234,Vivienda,4,Prairie Rose,West LLC,849.91,180
3235,HabitacionHostal,832,Paget,Volkman-Block,731.09,180
3236,HabitacionUniversitaria,328,Waubesa,Kunde Inc,301.44,180
3237,HabitacionVivienda,294,Aberg,Schaden, Wuckert and Hintz,748.03,30
3238,Apartamento,611,Charing Cross,Runolfsdottir-Weimann,710.63,180
3239,HabitacionVivienda,795,Dapin,Rempel and Sons,763.73,180
3240,HabitacionUniversitaria,934,Manufacturers,Runolfsson, Kuhn and Gerhold,877.28,1
3241,Apartamento,886,Pearson,Weissnat-Hermann,564.32,180
3242,HabitacionHotel,882,Westridge,Lemke LLC,872.06,60
3243,Vivienda,309,Haas,Macejkovic-Feil,371.32,60
3244,HabitacionHotel,699,Upham,Moen Group,172.4,180
3245,HabitacionHostal,168,Eagle Crest,Marquardt, Mann and Rohan,877.06,180
3246,HabitacionHostal,494,Commercial,Crona, Bernier and Raynor,139.37,60
3247,HabitacionHostal,488,Spaight,Rippin, Goodwin and Streich,884.72,180
3248,Vivienda,569,Ilene,Kessler Group,511.97,180
3249,Apartamento,779,Union,Cruickshank, D'Amore and Walter,703.97,180
3250,Apartamento,338,Mallard,Schroeder, Barrows and Parker,449.91,30
3251,Vivienda,782,Toban,Stroman, Ziemann and Armstrong,451.45,1
3252,Apartamento,752,Armistice,Nader, Bahringer and Ondricka,137.23,30
3253,Vivienda,817,Oak Valley,Wolff, Olson and Parisian,108.75,180
3254,Apartamento,548,School,Stracke-Boyle,135.83,60
3255,Apartamento,321,Lunder,Borer-Bergnaum,312.22,1
3256,Vivienda,904,Ruskin,Wolff-Kuphal,195.65,30
3257,Vivienda,802,Anniversary,Aufderhar Inc,675.78,180
3258,HabitacionHostal,256,Nancy,Murray Group,621.73,60
3259,HabitacionVivienda,752,Randy,Runolfsson, Reynolds and Ernser,127.58,180
3260,Vivienda,536,Beilfuss,McLaughlin LLC,96.19,60
3261,HabitacionHotel,425,Dryden,Kunde-Boyer,297.03,1
3262,HabitacionVivienda,396,Stang,Schultz-Zemlak,19.59,1
3263,Vivienda,454,Grasskamp,Bogan Group,590.66,60
3264,Vivienda,124,Pond,Rath-Christiansen,983.52,1
3265,Apartamento,519,Milwaukee,Tillman-Nienow,225.73,180
3266,HabitacionHotel,407,Kipling,Bayer-Feeney,861.94,60
3267,HabitacionVivienda,965,Dovetail,Botsford, Lynch and Mertz,449.83,30
3268,HabitacionVivienda,488,Canary,Jacobi, Durgan and Torphy,398.81,180
3269,HabitacionVivienda,612,Commercial,Goodwin-Mills,772.32,30
3270,Vivienda,814,Walton,Hahn-Kuhn,254.22,1
3271,HabitacionUniversitaria,767,Lake View,Boyer-McClure,872.94,1
3272,Apartamento,235,Walton,Emmerich, Graham and Keeling,930.06,30
3273,Vivienda,390,Harper,Corkery-Brekke,264.94,60
3274,HabitacionVivienda,509,Vernon,Cronin and Sons,887.99,30
3275,Apartamento,235,Shopko,Wilkinson Inc,313.14,180
3276,Vivienda,66,Barnett,Romaguera, Cassin and Frami,338.48,180
3277,Apartamento,574,Hoepker,Funk, Tillman and Donnelly,766.43,1
3278,HabitacionUniversitaria,617,Maryland,Moore, Nitzsche and Predovic,446.38,30
3279,Apartamento,539,Fisk,Daugherty-Kiehn,589.92,30
3280,HabitacionHotel,717,Merry,Crist, Weissnat and Keebler,626.22,1
3281,HabitacionUniversitaria,572,Bunker Hill,Hand, Kuhic and Durgan,503.11,1
3282,HabitacionUniversitaria,423,Graceland,Parisian, Bernhard and Abshire,225.01,60
3283,HabitacionHostal,350,Hermina,Gutmann-Skiles,727.27,30
3284,HabitacionHostal,381,Eagan,Farrell-Mante,277.09,1
3285,Vivienda,231,Merrick,Bode, Lebsack and Mann,362.13,1
3286,Apartamento,417,Warrior,Deckow, Ritchie and Smitham,559.91,1
3287,HabitacionHotel,760,Shopko,Crooks Inc,964.9,180
3288,HabitacionVivienda,92,Nova,Weimann, Blick and Romaguera,586.54,180
3289,HabitacionHotel,893,Montana,Kassulke-Senger,329.95,1
3290,Apartamento,189,Karstens,Wunsch, Toy and Dicki,811.34,60
3291,HabitacionHotel,717,Evergreen,Erdman-Hilll,616.67,60
3292,HabitacionUniversitaria,410,Ridgeway,Langworth, Murray and Williamson,539.44,180
3293,HabitacionHotel,113,Leroy,Dicki Group,680.79,30
3294,HabitacionUniversitaria,405,Forest,Weimann-Daniel,543.53,60
3295,HabitacionHotel,43,Dayton,Will, Murray and Eichmann,810.03,1
3296,HabitacionHotel,951,Stephen,Bode-Prosacco,20.88,1
3297,HabitacionHostal,386,Grayhawk,Ruecker-Russel,43.85,30
3298,Vivienda,101,West,Murazik, Mertz and Sauer,218.16,1
3299,HabitacionUniversitaria,671,Fisk,Thiel, Wiegand and Pfeffer,969.02,1
3300,HabitacionUniversitaria,432,Lindbergh,Douglas, Bednar and Mertz,885.36,30
3301,HabitacionHotel,346,Hallows,Watsica Group,658.03,1
3302,HabitacionVivienda,139,Lerdahl,Murazik, Kerluke and Morissette,743.68,180
3303,HabitacionUniversitaria,989,Huxley,Gutkowski, Balistreri and Thiel,711.58,1
3304,HabitacionHostal,34,Petterle,Runte Inc,708.46,60
3305,HabitacionHostal,360,Spohn,Mills-Rempel,23.7,180
3306,HabitacionHotel,164,Sundown,Goldner LLC,943.76,60
3307,HabitacionUniversitaria,60,Vera,Cassin-Jerde,19.45,180
3308,HabitacionVivienda,926,Buell,Ratke, Macejkovic and Nikolaus,310.68,30
3309,Vivienda,551,Bellgrove,Kunze, Hermiston and Grady,360.36,180
3310,HabitacionHotel,476,Clarendon,Weber LLC,921.18,1
3311,HabitacionHostal,773,Oak,Bednar Group,569.04,60
3312,Apartamento,978,Anzinger,O'Conner and Sons,418.93,30
3313,HabitacionUniversitaria,642,Gina,Becker Group,103.81,60
3314,HabitacionVivienda,722,Memorial,Mayert Group,653.01,60
3315,HabitacionHostal,781,Mallard,Lang, Hudson and Pollich,224.34,60
3316,HabitacionVivienda,236,Gale,Goldner, Ebert and Russel,966.92,60
3317,HabitacionVivienda,320,Del Mar,Gibson, Brekke and Fritsch,70.25,1
3318,HabitacionHotel,642,Evergreen,O'Keefe and Sons,514.69,60
3319,HabitacionUniversitaria,837,Ryan,Kozey, Wyman and Zboncak,263.54,30
3320,Apartamento,182,Amoth,Mann Group,299.74,30
3321,HabitacionUniversitaria,372,Northridge,Wiza Inc,580.64,180
3322,HabitacionHostal,283,Badeau,Steuber LLC,265.3,60
3323,Vivienda,948,Fieldstone,Walker Inc,331.04,30
3324,HabitacionUniversitaria,555,Fuller,Yundt Inc,359.36,30
3325,HabitacionHostal,627,Scoville,Prosacco-Stracke,723.75,180
3326,HabitacionHostal,307,Bonner,Stamm Group,579.48,180
3327,Vivienda,975,Elmside,Spencer, Ward and Jacobson,541.92,1
3328,HabitacionHostal,285,Shasta,Turner-Gislason,366.63,30
3329,HabitacionUniversitaria,589,Morrow,Adams, Price and MacGyver,14.96,60
3330,HabitacionUniversitaria,247,Burrows,Champlin and Sons,867.54,180
3331,Vivienda,901,Mallory,Rowe and Sons,192.38,180
3332,Apartamento,221,Dryden,Ratke, Ledner and Rowe,212.3,30
3333,HabitacionVivienda,997,Ridgeview,Turner, Bernier and Stoltenberg,271.71,1
3334,HabitacionHostal,877,Stang,Jenkins-Stanton,378.54,180
3335,Vivienda,716,Mcguire,Langosh-Zulauf,269.81,60
3336,HabitacionHostal,538,Butterfield,Wiza-Wisoky,950.93,30
3337,Apartamento,703,Hintze,Auer LLC,232.69,180
3338,HabitacionHostal,495,Gale,Oberbrunner-Steuber,952.33,30
3339,HabitacionVivienda,373,Harper,Koss-Kautzer,202.85,1
3340,HabitacionUniversitaria,326,Truax,Schuppe and Sons,819.96,180
3341,HabitacionHotel,199,Pierstorff,Shields, Conn and Ullrich,827.3,60
3342,Apartamento,149,Anniversary,Ebert-Gerlach,90.85,60
3343,Apartamento,61,Lakeland,Hodkiewicz, Roberts and Toy,865.4,1
3344,HabitacionVivienda,598,Sutherland,Kris-Legros,151.89,180
3345,HabitacionVivienda,440,Fairview,Mayer-Bechtelar,829.53,60
3346,HabitacionVivienda,114,Cottonwood,Borer-Adams,28.7,60
3347,Apartamento,798,Kings,Nienow Group,364.42,30
3348,HabitacionUniversitaria,392,Melvin,Wiza, Stark and Pfannerstill,955.53,60
3349,HabitacionUniversitaria,107,Beilfuss,Larson Group,169.0,60
3350,HabitacionVivienda,377,Rutledge,Kerluke Group,874.92,180
3351,HabitacionUniversitaria,183,La Follette,Jakubowski, Boehm and Kihn,390.37,60
3352,HabitacionUniversitaria,773,Jenna,Ratke-Weissnat,323.86,60
3353,HabitacionHostal,926,Mariners Cove,Parker, Spinka and Hessel,814.72,60
3354,HabitacionVivienda,342,Lakewood,Tremblay-Anderson,201.18,180
3355,HabitacionHotel,224,Farmco,Conn, Jones and Fisher,357.88,1
3356,Apartamento,15,Spenser,Sawayn-Simonis,364.2,180
3357,Apartamento,395,Huxley,Hirthe Group,190.99,180
3358,Vivienda,436,Roth,Leffler, Wolff and Murray,241.27,30
3359,Vivienda,93,Grayhawk,Rempel, Frami and Casper,474.63,30
3360,HabitacionUniversitaria,743,Union,Hessel-O'Connell,819.39,30
3361,HabitacionVivienda,575,Scofield,Grimes LLC,320.43,60
3362,HabitacionVivienda,953,Mosinee,Wiza-Johns,786.17,30
3363,HabitacionHotel,368,Heffernan,Kuhlman, Hermiston and Hermiston,828.79,1
3364,Vivienda,808,Cardinal,Sporer-Jacobs,917.34,180
3365,Apartamento,702,Mockingbird,Monahan, Schuster and Grimes,964.46,30
3366,Vivienda,370,Manitowish,Wisozk-Skiles,609.14,60
3367,Vivienda,38,Pennsylvania,Douglas-Turcotte,553.15,180
3368,Vivienda,869,Mesta,Ernser Inc,395.81,180
3369,Vivienda,660,Service,Konopelski and Sons,151.12,1
3370,Vivienda,454,Glacier Hill,Wilderman and Sons,599.79,1
3371,Vivienda,607,Hagan,Keeling-Leannon,725.24,30
3372,HabitacionUniversitaria,200,Duke,Waelchi LLC,33.27,60
3373,HabitacionHostal,762,Eliot,Kuvalis-Cronin,413.68,30
3374,HabitacionHotel,696,Susan,Maggio, Yost and Flatley,174.73,180
3375,HabitacionHotel,959,Sheridan,Blanda-Luettgen,236.17,180
3376,HabitacionHotel,803,Bobwhite,Haag, Lynch and McLaughlin,11.26,1
3377,HabitacionHostal,930,Glendale,Eichmann-Funk,663.3,1
3378,HabitacionHotel,198,Shoshone,Kemmer, Heaney and Maggio,361.65,1
3379,HabitacionHotel,990,Waubesa,Rosenbaum Inc,780.61,60
3380,HabitacionHotel,586,Burrows,Cassin, Durgan and Volkman,839.3,30
3381,HabitacionHotel,442,Boyd,Beahan, Kohler and Walsh,748.04,60
3382,Apartamento,362,Scoville,Stehr Inc,48.48,30
3383,Apartamento,763,Thompson,Bradtke, Lind and Cronin,523.1,1
3384,Vivienda,930,Springs,Will Group,886.24,1
3385,HabitacionHostal,859,Delaware,Hagenes Inc,239.67,180
3386,HabitacionVivienda,989,Prentice,Koelpin, Morar and D'Amore,916.13,60
3387,Apartamento,612,Kennedy,Jacobs and Sons,651.33,30
3388,Apartamento,449,Johnson,Lang-Veum,16.81,30
3389,HabitacionUniversitaria,152,Dayton,Rempel-Considine,901.69,1
3390,HabitacionUniversitaria,16,Arkansas,Flatley, Stroman and Sporer,470.6,60
3391,HabitacionHotel,897,Thackeray,Brakus-Robel,712.11,30
3392,HabitacionHostal,324,Dennis,Koepp, Hintz and Skiles,772.68,180
3393,HabitacionUniversitaria,96,Dawn,Ullrich Group,994.91,180
3394,Apartamento,3,Bobwhite,Skiles-Hudson,825.2,30
3395,HabitacionVivienda,30,Hansons,Steuber, Wuckert and Gleason,320.16,60
3396,HabitacionHotel,572,Blackbird,Swaniawski-Shields,257.72,30
3397,HabitacionVivienda,878,Lakewood,Roob, Kunde and Keeling,732.11,1
3398,HabitacionUniversitaria,879,Longview,Koch LLC,12.82,60
3399,Apartamento,471,Rowland,Jenkins-Turner,601.56,60
3400,HabitacionHotel,884,Badeau,Ortiz-Torphy,692.05,180
3401,HabitacionHostal,400,Monterey,Dickinson-Friesen,991.98,60
3402,Apartamento,240,Fieldstone,Bogan Group,258.53,60
3403,Apartamento,853,Lotheville,Huel Inc,862.11,180
3404,HabitacionHostal,828,Park Meadow,Reilly, Kassulke and Kutch,71.15,60
3405,HabitacionHotel,190,Monument,Schroeder Group,283.8,1
3406,HabitacionUniversitaria,522,Crest Line,Cronin LLC,648.66,180
3407,Apartamento,230,Mayer,Sipes, Pacocha and Bernier,460.81,30
3408,HabitacionHotel,862,Sachtjen,Ernser Group,254.17,1
3409,HabitacionUniversitaria,385,Morrow,Anderson-Doyle,351.51,180
3410,HabitacionUniversitaria,706,Sunnyside,Breitenberg, Durgan and Schaden,289.08,180
3411,Vivienda,73,Welch,Russel-Upton,635.75,180
3412,Vivienda,221,Manitowish,Ebert LLC,137.87,1
3413,Apartamento,77,Grim,Marvin LLC,222.1,1
3414,HabitacionHostal,635,Arapahoe,Buckridge Group,310.04,60
3415,Apartamento,777,Gerald,Volkman-Nikolaus,581.45,60
3416,Apartamento,922,Rusk,Schowalter LLC,85.22,180
3417,HabitacionVivienda,20,Utah,Kub, Schoen and Reilly,637.69,30
3418,HabitacionHostal,413,Marcy,Bechtelar LLC,906.42,30
3419,HabitacionUniversitaria,139,Duke,Stehr, Funk and Fisher,149.72,30
3420,HabitacionVivienda,403,Iowa,Runolfsson-Waters,225.46,1
3421,HabitacionHotel,27,Rockefeller,Considine, Turcotte and Gorczany,303.16,60
3422,HabitacionHostal,588,Steensland,Klein Inc,742.62,1
3423,HabitacionVivienda,258,Maple,Ruecker-McCullough,735.57,60
3424,HabitacionHotel,311,Farragut,Dach-Tillman,218.07,180
3425,Apartamento,427,Orin,Schmeler, Gottlieb and Heathcote,661.56,30
3426,HabitacionHostal,404,Quincy,Bernier Group,740.79,180
3427,Vivienda,110,Barby,Deckow, Windler and Ankunding,455.33,180
3428,HabitacionHostal,517,Farmco,Lowe-Kuhn,439.66,1
3429,Vivienda,860,High Crossing,King and Sons,969.03,1
3430,HabitacionVivienda,228,Nova,Block-Ebert,895.08,180
3431,Apartamento,69,Heath,Wisozk, Hammes and Stoltenberg,679.02,1
3432,Apartamento,529,Rockefeller,Harber Inc,736.17,1
3433,HabitacionHotel,382,Norway Maple,Flatley, McDermott and Herzog,78.58,60
3434,HabitacionUniversitaria,823,Haas,Hane Inc,495.79,180
3435,HabitacionHotel,61,Pankratz,Nicolas-Walsh,432.8,180
3436,HabitacionHotel,954,Dennis,Kovacek, Simonis and Bechtelar,292.6,180
3437,HabitacionUniversitaria,544,Mccormick,Ritchie and Sons,361.99,30
