id,nombre,descripcion,costo
 3611,Browsebug, Kunze Braun and McGlynn ,2606.65 
3612,Quire,Senger-Ortiz,244.35
3613,Eabox,Schiller LLC,3766.29
3614,Zoonder,Bogisich-Orn,698.61
 3615,Flashpoint, Bogan Braun and Doyle ,266.34 
 3616,Quaxo, Beahan Gleichner and Bechtelar ,813.99 
3617,Aivee,Kohler Inc,164.83
3618,Twitterworks,McDermott and Sons,1823.85
3619,Tagopia,Effertz LLC,989.04
3620,Yadel,Lebsack LLC,2509.85
3621,Fliptune,Hessel-Auer,830.56
 3622,Agivu, Jones Kozey and Brown ,280.78 
3623,Rooxo,Schuppe Group,2857.25
3624,Skinix,Batz and Sons,2960.14
3625,Brainlounge,Shanahan Group,2459.24
3626,Agimba,Stamm-Bradtke,3118.06
3627,Kwinu,Reynolds-Abbott,614.89
3628,Reallinks,Okuneva-Orn,438.66
 3629,Tavu, Kuhlman Cruickshank and Boehm ,3994.28 
3630,Izio,Schinner-Kerluke,3208.09
 3631,Tagopia, Predovic Sipes and Trantow ,2141.42 
3632,Browsedrive,Baumbach Inc,1212.12
 3633,Leenti, Kozey Gerlach and Gusikowski ,3434.63 
3634,Katz,Mohr-O'Hara,1420.28
3635,Babbleopia,Strosin-Leffler,1076.7
3636,Yakidoo,Kulas-Feest,3388.47
3637,Skyvu,White-Pacocha,1726.12
 3638,Skynoodle, Wiegand Zieme and Block ,3606.46 
3639,Tazzy,Bernier LLC,2933.06
 3640,Eire, Feest Lueilwitz and Botsford ,1786.56 
3641,Twitterwire,Larkin LLC,1932.29
3642,Zoonder,Heaney-Parisian,1030.71
3643,Tekfly,West and Sons,1236.39
 3644,Gabtype, Skiles Pollich and O'Reilly ,3818.39 
3645,Muxo,Turcotte-Trantow,1753.32
3646,Voonte,Brakus Inc,1319.79
3647,Roomm,Padberg-Hessel,1856.22
3648,Rhynoodle,Hoeger-Pagac,2391.89
 3649,Buzzshare, Kreiger Parker and Keeling ,1804.29 
 3650,Youspan, Spencer Smith and Kuvalis ,3010.39 
3651,Realbuzz,Littel Inc,2025.54
3652,BlogXS,Windler Group,3746.19
3653,Feedfish,Tremblay-McCullough,1906.52
 3654,Zoomcast, Nolan Ebert and Kuphal ,1288.97 
3655,Jabbercube,Abbott Inc,1715.22
 3656,Devpulse, Volkman Waters and Gerlach ,2233.9 
 3657,Zava, Grant Champlin and Pfannerstill ,807.21 
 3658,Jayo, Kiehn Boyle and Bogan ,3338.55 
3659,Meezzy,Gulgowski-Legros,2409.15
3660,Kwideo,Herzog-Lemke,3993.98
3661,Wikivu,McClure-Champlin,1302.12
3662,Mycat,Koss Group,818.53
3663,Trunyx,Cole Group,121.1
3664,Pixonyx,D'Amore Group,3482.14
3665,Gevee,Schimmel Group,1908.25
3666,Nlounge,Collins Inc,1303.08
 3667,Vimbo, Orn Moore and Swift ,1067.65 
 3668,Aibox, Crona Harris and Eichmann ,2479.08 
3669,Photospace,Haag and Sons,3511.87
 3670,Photolist, McGlynn Koepp and Dickinson ,2114.45 
3671,Tagfeed,Gerlach Inc,3130.98
 3672,Feedmix, Schumm Crooks and MacGyver ,1628.29 
 3673,Jaxbean, Hickle Jacobson and Prosacco ,3447.77 
3674,Mydo,Denesik and Sons,812.69
 3675,Mycat, White Hartmann and Ritchie ,858.31 
 3676,Topicstorm, Barton Grant and Nader ,290.49 
3677,Realcube,Doyle-Littel,3211.98
 3678,DabZ, Blanda Jakubowski and Dickens ,2671.53 
3679,Wikizz,Schimmel and Sons,856.61
3680,Midel,McLaughlin-Keebler,2623.01
3681,Trunyx,Robel Inc,2630.74
3682,Devify,Reynolds LLC,1579.96
3683,Snaptags,Mayer LLC,2847.54
3684,Skiba,Vandervort Inc,1243.52
 3685,Mynte, Torphy Kovacek and White ,3197.89 
3686,Edgeify,Shanahan-Stracke,1473.54
3687,Babbleblab,Corkery Group,2616.72
3688,Skippad,Kihn Inc,975.55
 3689,Npath, Swift Gibson and Aufderhar ,1454.01 
3690,Tanoodle,Cormier Inc,1313.68
3691,Skyble,Mraz and Sons,2573.02
 3692,Realcube, Runolfsson Daugherty and Gutmann ,2905.86 
3693,Pixonyx,Shields Inc,1720.97
 3694,Photobean, Anderson Sporer and Waelchi ,1454.45 
 3695,Ooba, Murazik Cummings and Dietrich ,1857.17 
3696,Thoughtmix,Pacocha LLC,3642.98
3697,Janyx,Spencer Inc,3600.78
3698,Yakitri,Effertz-Wehner,3092.0
3699,Oyoyo,Kuphal-Kessler,3249.92
 3700,Dablist, O'Reilly Goldner and Feeney ,835.2 
 3701,Photospace, Dicki Bailey and Lynch ,1658.71 
3702,Dabfeed,Sanford LLC,1493.64
3703,Thoughtsphere,Champlin-Emmerich,45.81
 3704,Photobug, Kub Mann and Hudson ,2173.36 
3705,Jayo,Kuvalis-Beer,2119.82
3706,Oyoyo,Prosacco-Reichel,1757.99
3707,Fivechat,Kiehn-Johns,98.95
3708,Quinu,Schiller Group,3202.73
3709,Oyonder,Spinka LLC,2403.67
3710,Ailane,Streich-Stanton,3082.96
3711,Youspan,Mayert and Sons,3401.43
3712,Shufflebeat,Kirlin-Krajcik,3181.73
3713,Livetube,Deckow Inc,3482.34
3714,Eimbee,Deckow Inc,2164.45
3715,Tagfeed,Wiegand LLC,1995.13
3716,Eamia,Lockman-Gottlieb,19.13
3717,Oyope,Stehr-Price,2696.66
 3718,Livetube, Lang Donnelly and Jakubowski ,3978.77 
3719,Skynoodle,Walsh-Wyman,972.21
3720,Omba,Wisozk Inc,2054.76
3721,Eayo,Gutmann LLC,2499.02
 3722,Mymm, Schaefer Sipes and Satterfield ,3282.38 
3723,Feedfish,Gaylord-Romaguera,3601.52
3724,Fiveclub,Hilpert Group,2843.63
 3725,Jetwire, Jacobson Lindgren and Bartell ,1553.91 
3726,Quire,Harris-Smith,2273.83
 3727,Vidoo, Gerhold Schaefer and Breitenberg ,1393.05 
 3728,Tagopia, Kassulke Senger and Witting ,1986.33 
3729,Demivee,Lang-Kuhn,3247.86
3730,Twimm,Kertzmann-Schuster,1084.2
3731,Brightdog,Lindgren-Gleichner,1601.0
3732,Oyondu,Nolan-Homenick,474.27
 3733,Yamia, Sporer Mayer and Kohler ,2573.85 
3734,Gevee,Thompson LLC,1424.98
3735,Vinte,Kozey-Lesch,2133.34
3736,Zoombeat,Cummings-Lakin,1966.43
 3737,Yotz, Hilpert Haag and Auer ,152.15 
 3738,Vimbo, Hettinger Kulas and Kiehn ,2430.75 
 3739,Twimm, Weimann McClure and Roberts ,2863.02 
3740,Brainbox,Sawayn-Christiansen,3976.25
3741,Agimba,Grady LLC,3846.02
3742,Yodoo,Roob-Harvey,3260.88
3743,Meevee,Krajcik-Legros,3462.91
3744,Babbleset,Shanahan LLC,3434.72
 3745,Topiczoom, Witting Feeney and Sipes ,3682.21 
 3746,Eidel, Lowe Tromp and Hane ,1496.63 
 3747,Jaxbean, Blick Bayer and Konopelski ,1769.76 
3748,Skimia,Wiegand-Fahey,202.05
 3749,Jabberstorm, Sauer Corkery and Feeney ,1679.68 
3750,Kanoodle,Koch-Franecki,345.81
3751,Fatz,Armstrong-Cassin,1811.55
3752,Jazzy,Luettgen LLC,288.93
3753,Realfire,Gleason Group,2345.39
3754,Fivespan,Morissette and Sons,2436.25
3755,Twitterbridge,Mayer-Leffler,2269.23
 3756,Zooxo, Wuckert Kohler and Mohr ,1445.63 
3757,Eazzy,Schmidt-Wilderman,613.38
3758,Chatterbridge,Reinger-Mills,3904.35
 3759,Vidoo, Schowalter Lubowitz and Corkery ,369.99 
3760,Feedspan,Schaden-Green,3515.89
3761,Topicware,Hackett Group,1172.71
3762,Oyoba,Moore Inc,3457.21
 3763,Yata, Davis McCullough and Schuster ,630.97 
3764,Quatz,Harris-Baumbach,1719.83
3765,Avamba,Kris-Rohan,1770.76
3766,Quaxo,Sawayn-Pagac,2552.95
 3767,Minyx, Erdman Torphy and Jast ,2285.77 
 3768,Leexo, Schmidt Treutel and Brakus ,2935.49 
 3769,Jaloo, Farrell Ernser and Klein ,2598.19 
 3770,Meezzy, Dach Buckridge and Cummings ,1745.87 
3771,Oyonder,Schmitt Group,3746.92
 3772,Buzzster, Kemmer Littel and Jacobi ,2249.96 
3773,Livetube,Bailey-Bradtke,2386.19
3774,Mybuzz,Pouros-Tillman,2334.86
 3775,Zoomzone, Wolf Bogisich and Hammes ,2802.57 
 3776,Eadel, MacGyver Yundt and Stoltenberg ,3829.68 
3777,Yodel,Hoeger Inc,2056.63
3778,Skynoodle,Aufderhar and Sons,1068.13
3779,Kwimbee,Roberts-Okuneva,3282.87
 3780,Zoomdog, Dooley Pollich and Ryan ,974.23 
 3781,Yakitri, Abernathy Kulas and Jacobs ,2552.64 
3782,Voomm,Brakus-Conroy,2489.78
3783,Flashdog,Baumbach Group,2469.53
3784,Feednation,Gaylord Group,1592.72
 3785,Yakijo, Hand Wilkinson and Beahan ,582.35 
3786,Youspan,Veum Group,3025.49
 3787,Browsetype, Raynor Waelchi and Ziemann ,805.87 
3788,Skyndu,Hahn LLC,1546.03
 3789,Voonder, Harris Morissette and Deckow ,3165.03 
 3790,Gabtune, Trantow Reichel and Wilderman ,2714.9 
 3791,Ozu, Fay Keebler and O'Conner ,104.49 
3792,Pixope,Goldner Group,384.54
 3793,Photofeed, Blanda Kuhlman and Heaney ,2891.87 
3794,Lazz,Green-Brekke,405.62
3795,Trilia,Quitzon Inc,3366.47
3796,Edgeclub,Kuhn Group,1778.72
3797,Eadel,Bayer-Macejkovic,641.42
3798,Eare,Sipes-Christiansen,739.45
3799,Browsezoom,Hartmann LLC,2594.26
3800,Dynava,Purdy-Langworth,2411.13
3801,Omba,Renner-Walter,1686.93
 3802,Lazzy, McCullough Macejkovic and Johnston ,645.11 
3803,Thoughtsphere,Tillman Group,3493.84
3804,Skidoo,Lang Inc,2526.7
3805,Flashdog,Corkery-Schroeder,3177.29
3806,Brainbox,McCullough Inc,817.18
 3807,Livetube, Kling O'Keefe and Langosh ,2461.87 
3808,Katz,Breitenberg-Boyer,812.39
 3809,Tanoodle, Grimes Walker and Crooks ,2594.65 
 3810,Realbuzz, Sipes Kohler and McDermott ,3429.63 
 3811,Oyoba, Predovic Durgan and Walter ,1158.73 
 3812,Voolith, Larkin Becker and Johnson ,1041.71 
3813,Yombu,Hane-Wolf,1837.99
3814,Oyope,Gerhold-Greenholt,650.36
 3815,Rhyloo, Spencer O'Hara and Berge ,7.99 
3816,Blogtags,Runte-Gusikowski,801.83
 3817,Quatz, Breitenberg Trantow and Green ,3206.97 
3818,Yoveo,Douglas-Hickle,3834.02
3819,Leenti,Dickens-Shanahan,496.54
3820,Yata,Heidenreich-Cremin,3567.37
 3821,Realbridge, Aufderhar Tremblay and Rice ,660.36 
3822,Abatz,Kuhn-Parker,1679.78
 3823,Browseblab, Kuphal Moore and Grimes ,1023.59 
 3824,Kimia, McClure Jacobi and Lueilwitz ,3749.5 
3825,Blognation,Leannon Group,3388.65
 3826,Browsezoom, Bruen Balistreri and Corwin ,1626.7 
3827,Thoughtstorm,Donnelly LLC,1679.32
3828,Latz,Dickens LLC,3663.73
 3829,Meetz, Rolfson McLaughlin and Feeney ,2883.29 
3830,Cogibox,Swaniawski and Sons,3074.83
3831,Dynabox,Mayert Group,115.96
3832,Fadeo,Moen LLC,3434.31
3833,Realpoint,Turcotte-Herman,2947.17
 3834,Photolist, O'Conner Rutherford and Weissnat ,1413.39 
3835,Chatterbridge,Buckridge and Sons,979.98
3836,Yacero,Raynor-Waelchi,2537.94
3837,Feednation,Schroeder-Hahn,2502.08
 3838,Eabox, Crona Becker and Bayer ,3631.79 
 3839,JumpXS, Miller Stark and Ruecker ,3160.75 
3840,Edgeblab,Steuber-Mann,997.21
3841,Livetube,Smith-King,3485.12
3842,Meevee,Lakin and Sons,3585.15
3843,Realfire,Marvin LLC,667.98
 3844,Linkbridge, Pollich Grady and Turcotte ,1527.79 
3845,Nlounge,Gibson-Ernser,1640.59
 3846,Midel, Swift Mayert and O'Keefe ,58.39 
3847,Mudo,Hirthe Inc,2517.1
3848,Ailane,Krajcik LLC,169.99
3849,Thoughtsphere,Zieme Inc,2070.62
3850,Yamia,Schoen LLC,3134.96
3851,DabZ,Braun LLC,479.69
3852,Aimbu,Lesch-Hoppe,3618.83
 3853,Tanoodle, Lindgren Schroeder and Tremblay ,1323.4 
3854,Chatterpoint,Hirthe-Heaney,3465.52
3855,Quimba,Hodkiewicz-Collier,3854.04
 3856,Tagtune, Howe Reinger and Collins ,213.11 
 3857,Shufflebeat, Littel Dooley and Mohr ,2708.36 
3858,Kazu,Jast-Pouros,2793.81
3859,Feednation,Ledner-Jast,3759.84
3860,Fivebridge,Barrows and Sons,2274.28
3861,Ooba,Davis-Bartell,1311.82
 3862,Brainbox, Aufderhar Crona and Gibson ,2107.35 
3863,Ainyx,Nitzsche Group,789.86
 3864,Twitterbridge, Schultz Lockman and Towne ,2929.71 
 3865,Mynte, Wyman Farrell and Marvin ,1525.71 
3866,Fanoodle,Halvorson-Corwin,2461.3
3867,Photolist,Gottlieb Group,82.51
3868,Zoombeat,Howell Group,2795.5
 3869,Topiczoom, Wunsch Tromp and Vandervort ,3818.75 
 3870,Trunyx, Mante Graham and Yost ,3545.37 
3871,Demizz,Kreiger-West,3821.89
3872,Kwinu,Anderson LLC,3649.31
3873,Livepath,Batz and Sons,2452.5
 3874,Buzzbean, Zieme Hane and Schoen ,2434.61 
3875,Photolist,Koelpin-Grimes,2163.14
 3876,Browsedrive, Robel Lockman and Kuphal ,554.38 
3877,Feedmix,Toy Group,1345.07
3878,Realblab,Reinger-Wilderman,1444.78
 3879,Chatterbridge, Green Smith and Sauer ,468.9 
3880,Dabshots,Wisozk-Balistreri,1286.04
3881,Flashspan,Beatty-Rath,888.69
3882,Dabjam,Heidenreich and Sons,3792.78
3883,Plajo,Koss and Sons,2452.88
3884,Tagchat,Kreiger and Sons,2265.86
3885,Buzzshare,Strosin-Sauer,2127.67
 3886,Realbridge, Gleason Frami and Armstrong ,174.8 
3887,Kanoodle,Casper Group,1753.72
3888,Tekfly,Corwin-Marquardt,1415.73
3889,Jatri,Hoeger Inc,813.08
3890,Yabox,Krajcik and Sons,2176.94
3891,DabZ,Dare LLC,3833.95
 3892,Mynte, Christiansen Marvin and Hilll ,2245.56 
3893,Tekfly,Herman and Sons,641.25
 3894,Twiyo, Frami D'Amore and Heidenreich ,1337.24 
3895,Einti,Fadel and Sons,1607.14
 3896,Thoughtstorm, Wiza Schaefer and Nikolaus ,2767.32 
 3897,Zoonder, Pagac Lebsack and Boyer ,1142.27 
 3898,Devpoint, Feeney Satterfield and Adams ,1753.06 
3899,Oyoba,Grady-Luettgen,978.87
3900,Skipfire,Bechtelar-Will,3028.71
3901,Browsedrive,Auer LLC,2459.22
 3902,Devify, Leffler Glover and Carroll ,2229.45 
3903,Oyoba,Ryan-Gerhold,2155.16
3904,Abata,Feil-Kuhn,1113.09
 3905,Meevee, O'Reilly Buckridge and Howell ,2796.36 
3906,Thoughtbeat,Schaefer-Bernier,2476.56
3907,Minyx,Runolfsdottir-MacGyver,2631.59
3908,Thoughtstorm,Bashirian-Reichert,217.54
3909,Gabcube,Gutmann Group,1577.19
3910,Skimia,Homenick-Goodwin,183.47
3911,Youspan,Kuhlman-Schiller,2053.68
 3912,Thoughtblab, Kuhic Kub and Beahan ,585.57 
 3913,Ozu, Bauch Conn and Donnelly ,790.14 
3914,Oyoyo,Kuvalis and Sons,1962.75
3915,Brightbean,Windler-Fahey,2775.66
3916,Realpoint,Upton-Bernhard,3734.82
3917,Yambee,Halvorson-Bernhard,465.45
 3918,Wordify, Trantow Johnston and Jaskolski ,1036.35 
3919,Blogpad,Adams-McClure,3362.27
3920,Riffwire,Luettgen LLC,1051.28
3921,Topiczoom,Rippin LLC,2463.37
3922,Mynte,Donnelly-Smitham,757.23
3923,Twinte,Emard LLC,3143.63
 3924,Ailane, Runolfsson Leuschke and Jast ,1753.0 
 3925,Realcube, Langworth Adams and Hessel ,157.34 
3926,Trudeo,Johnson-Considine,638.05
3927,Gigabox,Effertz and Sons,18.46
 3928,Voonte, Toy Braun and Dickens ,821.58 
3929,Ailane,Lebsack-Kub,2358.45
3930,Trilith,Gibson-Padberg,665.7
 3931,Eadel, Renner Schulist and Ullrich ,2472.85 
 3932,Wordware, Murphy Harris and Mann ,1531.49 
3933,Bubblemix,Feil LLC,2926.16
3934,Meembee,Cummerata Group,3580.19
3935,Devbug,Cummings-Carroll,702.57
 3936,Twimm, Wiegand Runolfsdottir and Crooks ,894.03 
3937,Tagtune,Donnelly-Auer,60.06
3938,Omba,Cassin and Sons,164.99
 3939,Wordware, Eichmann Brakus and Kling ,948.26 
3940,Zoomzone,Auer-Roberts,20.09
 3941,Meevee, Torp Grady and Batz ,3195.64 
3942,Avamba,Gibson-Klocko,808.43
3943,Innojam,Stehr Inc,2559.78
 3944,Yodel, Goyette Jones and Koch ,1725.09 
3945,Flashdog,Medhurst Inc,1008.56
 3946,Eadel, Roberts Kiehn and Schmeler ,3974.46 
 3947,Dabshots, O'Reilly O'Hara and Rau ,1554.25 
 3948,Blogspan, Wilderman Lemke and Hessel ,1360.63 
3949,Yodel,Morar Group,3031.73
3950,LiveZ,Stoltenberg Group,1040.26
3951,Twiyo,Farrell-Kirlin,2276.81
3952,Tagpad,Schulist-Stanton,3411.21
3953,Skyble,Johnson-Olson,2131.82
3954,Flipbug,Hoppe Inc,3116.94
 3955,Realcube, Wyman Moore and Bailey ,1962.21 
3956,Youtags,Mraz and Sons,250.49
 3957,Katz, Jast Fahey and Runolfsson ,1511.86 
 3958,Zoovu, Hills Kub and Douglas ,1006.23 
3959,Wikibox,Runte Group,1529.65
3960,Eimbee,Mohr-Keeling,2877.44
 3961,Edgeify, Marquardt Labadie and Schultz ,1941.7 
3962,Photobean,Little Group,3869.02
 3963,Twitternation, Bashirian Johns and Cartwright ,2617.61 
 3964,Meemm, Grimes Streich and O'Hara ,1364.89 
3965,Aimbu,Daniel and Sons,3550.4
3966,Kare,Schmitt Group,3700.89
3967,Yadel,Jakubowski-Roob,3916.52
 3968,Skaboo, Reichel Hartmann and Zulauf ,2661.63 
3969,Oyoyo,Littel and Sons,2192.4
3970,Voolia,Harris-O'Connell,2817.47
3971,Gabtune,Ledner-Goodwin,698.13
 3972,Tagtune, Feest Hermiston and Jacobson ,2277.71 
3973,Tagchat,Hamill Group,1245.84
3974,Yoveo,Kohler Inc,3900.0
3975,Tagtune,Collier and Sons,3624.38
3976,DabZ,Kihn-Sporer,3447.92
3977,Oyoloo,Crona-Russel,2770.83
3978,Feedspan,Bosco Inc,265.75
3979,Bluejam,Welch and Sons,2921.28
3980,Blogtags,Osinski and Sons,1412.53
 3981,JumpXS, Hilll Botsford and Weissnat ,2347.37 
3982,Youspan,Fay-Senger,987.83
3983,Feednation,Daniel LLC,2752.64
3984,Zoovu,Feeney Group,3357.03
3985,Twinder,Bradtke-Erdman,3500.18
3986,Youspan,Sauer Inc,3259.89
3987,Tavu,Nicolas-Jakubowski,1302.89
3988,Realpoint,Heidenreich Inc,1958.66
 3989,Divape, Fritsch Spencer and Schamberger ,260.47 
 3990,Wikido, Wolff Thompson and Roberts ,2247.27 
 3991,Yozio, Rowe McClure and McDermott ,2520.27 
 3992,Fatz, Cruickshank Runte and Connelly ,3023.2 
3993,Zooxo,Wolf Inc,309.05
 3994,Plajo, Zieme Waelchi and Bartell ,2360.45 
3995,Meevee,Kessler and Sons,414.02
3996,Plajo,Rohan LLC,1227.1
3997,Skinte,Emard Inc,1848.23
3998,Wikido,Mertz and Sons,1823.7
3999,Viva,Will LLC,3814.75
 4000,Yacero, Quigley Luettgen and Grant ,2498.88 
4001,Skyndu,Gislason-White,2154.52
4002,Mymm,Ondricka-Ledner,3978.22
 4003,Kwimbee, Marquardt Jacobi and Altenwerth ,3574.09 
4004,Janyx,Donnelly and Sons,1879.05
4005,Buzzshare,Will-Pagac,3946.08
4006,Jetwire,Little LLC,1934.07
4007,Roombo,Little-White,2012.01
4008,Riffwire,O'Conner-Farrell,664.33
4009,Quinu,Hackett-Stehr,3233.51
4010,Cogilith,Wuckert-Koelpin,1560.18
 4011,Quatz, Schneider Kuhlman and Lindgren ,2117.56 
4012,Dynabox,Pfeffer-Bradtke,3467.15
4013,Wordware,Gutmann and Sons,3628.37
4014,Blognation,Dach Group,2085.75
 4015,Riffwire, Wisoky Halvorson and Goodwin ,24.21 
 4016,Divanoodle, Champlin Auer and Johnston ,1085.33 
 4017,Jabbersphere, Ebert Fadel and Schultz ,3057.54 
4018,Jaxnation,Schultz and Sons,2854.43
4019,Flashpoint,Batz LLC,139.19
4020,Devpoint,Sipes LLC,3663.09
4021,Teklist,Gibson-Jacobi,337.9
4022,Skinte,Kulas and Sons,524.75
 4023,Pixoboo, Senger Bechtelar and Olson ,3985.55 
4024,Innotype,Denesik-O'Keefe,1686.42
4025,JumpXS,Boyer-Hoeger,1843.67
 4026,Oba, Schultz Runte and Schaden ,2503.27 
4027,Gigaclub,Farrell-Hodkiewicz,653.28
4028,Tagfeed,Sipes and Sons,3192.03
 4029,Rhycero, Pouros Sanford and Stark ,943.44 
4030,Twinte,McGlynn LLC,2344.31
4031,Linklinks,Mraz Inc,2649.57
4032,Trudeo,O'Hara LLC,553.13
4033,Skiba,Schultz Inc,3580.19
4034,Pixope,Bergnaum-Marvin,1165.47
4035,Mydeo,Gleichner-Hettinger,3937.77
4036,Avavee,Volkman Group,3340.46
4037,Voonyx,Bergstrom LLC,3895.57
4038,Kanoodle,Senger-Tremblay,588.95
4039,Myworks,Pacocha LLC,2008.31
 4040,Eadel, Toy Hilll and Casper ,2780.82 
4041,Oyondu,Ratke Inc,126.23
4042,Riffwire,Gaylord and Sons,1560.58
4043,Skiba,Gleichner-Welch,3623.44
4044,Dabfeed,Gerhold LLC,3984.8
 4045,Youfeed, Larson Rath and Kuhic ,2698.71 
4046,Brightbean,Wisoky-Sanford,871.89
4047,Skinder,Monahan-Morar,2490.64
4048,Digitube,Dickens-Mitchell,409.94
4049,Skyvu,Homenick-Dach,1144.52
4050,Mycat,Bayer-Kirlin,527.21
4051,Jabbersphere,Kshlerin LLC,1681.17
4052,Edgeclub,Gaylord Inc,3292.63
 4053,Bubbletube, Schaden Beier and Cummings ,3449.83 
4054,Kazio,Sporer Group,1048.11
4055,Flipstorm,Cummings-Gerhold,1085.36
 4056,Tazz, Schoen Langworth and Price ,3286.35 
 4057,Innotype, Ledner Volkman and Gusikowski ,760.29 
4058,Mydeo,Weber-Lesch,2950.07
4059,Browsetype,Schultz Group,2205.97
4060,Youspan,Mertz-Bartell,1055.89
4061,Nlounge,Blick Group,3106.87
 4062,Voonte, Reynolds Stark and Torp ,3939.36 
4063,Vipe,Boyle Inc,762.28
4064,Yodoo,Sanford LLC,1938.25
 4065,Feedfish, Medhurst Beatty and Reichert ,2506.99 
4066,Youbridge,Torphy-Weissnat,3957.82
4067,Yotz,Mosciski-Murphy,3858.12
4068,Zoonoodle,Gerhold-Littel,3021.55
4069,Dynabox,Kozey-Fadel,1081.77
4070,Bluezoom,Mertz LLC,662.42
4071,Pixonyx,Koch and Sons,1289.32
4072,Fadeo,Hermiston Group,516.85
4073,Devcast,Zemlak-Crona,634.4
 4074,Viva, Blanda Mann and Boyer ,1307.76 
 4075,Wordware, Rodriguez Rodriguez and Strosin ,1846.59 
4076,Bluezoom,Durgan-Bogisich,1987.47
4077,Jazzy,Kuhic Group,2877.57
4078,Topicblab,Okuneva-Huel,225.42
4079,Vitz,O'Reilly and Sons,844.15
4080,Snaptags,O'Kon-Reichert,3071.14
 4081,Lazz, Thompson Nader and Shields ,2046.27 
 4082,Skyble, Murray Langosh and Quitzon ,3076.82 
 4083,Flashspan, Goodwin Kunde and Jacobson ,2884.51 
4084,Zoombox,Heidenreich Group,686.34
4085,Riffpath,Hyatt Inc,284.03
 4086,Tanoodle, Price Leannon and Moore ,3753.56 
 4087,Twinte, Zemlak Hettinger and Von ,48.34 
4088,Divape,Hartmann LLC,1626.55
4089,Ntag,Fay-Marquardt,3695.32
4090,Zoonoodle,Rogahn-Kuhn,2363.59
 4091,Skajo, Schultz Watsica and Jast ,3944.03 
 4092,Voomm, Kris O'Keefe and Koelpin ,2179.84 
4093,Oodoo,Jaskolski-Williamson,3346.11
4094,Jamia,Schinner and Sons,2072.17
4095,Lazzy,Von LLC,1588.99
4096,Flipstorm,Klocko and Sons,1492.13
 4097,Youfeed, Macejkovic Walter and Jacobs ,394.98 
4098,Dazzlesphere,Terry Inc,2842.41
4099,Thoughtworks,Hoeger-Moore,2039.92
 4100,Mymm, Walter Miller and Bode ,678.94 
4101,Feedfire,Green-Mitchell,3206.81
4102,Rooxo,Stamm Group,2091.23
 4103,Agimba, Rath Lesch and VonRueden ,92.22 
4104,Talane,Boyle Group,978.43
4105,Roomm,Greenfelder LLC,3219.22
4106,Camimbo,Emmerich-Greenfelder,3179.76
4107,Realbridge,Bednar Group,1091.33
 4108,Jatri, Abbott Eichmann and Beatty ,120.09 
4109,Skimia,O'Kon LLC,3783.67
4110,Fliptune,Shields Inc,2629.09
4111,Devpoint,Gutkowski-Jaskolski,85.31
4112,Jabberstorm,Schmeler Group,1290.56
 4113,DabZ, Durgan Murazik and Kuhn ,615.81 
4114,Linktype,Hessel Group,220.39
4115,Vinte,Halvorson Group,2754.75
4116,Quimba,Jakubowski Group,3731.88
 4117,Rhyzio, Mayer MacGyver and Nitzsche ,247.39 
4118,Digitube,Yundt Inc,3062.45
 4119,Twitterbridge, Moore Willms and Bashirian ,753.86 
 4120,Oyoloo, Hermiston Carroll and Bode ,1605.44 
 4121,Avaveo, Larson Gaylord and Armstrong ,2282.65 
 4122,Fiveclub, Kutch Rice and Satterfield ,606.67 
 4123,Flashset, Kshlerin Jacobi and Brekke ,3321.04 
 4124,Skidoo, Hickle Padberg and Trantow ,3922.65 
 4125,Realbridge, Padberg Hackett and Gaylord ,796.4 
 4126,Thoughtsphere, Dach Koss and Swift ,3141.88 
4127,Chatterbridge,Flatley-Rutherford,2304.16
 4128,Bubbletube, Erdman Braun and Oberbrunner ,2095.6 
4129,Gabcube,Bartell-Veum,149.85
4130,Jaxbean,Bogan Group,2893.69
 4131,Realcube, Botsford Hahn and Rolfson ,3977.55 
4132,Tagopia,Nienow-Swaniawski,998.05
4133,Rhyzio,Carter-Cremin,627.36
4134,Kwinu,Stanton LLC,551.94
4135,Flashset,Shanahan-Hamill,3109.42
4136,Brightbean,McGlynn-Runolfsdottir,1770.19
 4137,Livetube, Murazik Nader and Predovic ,1047.41 
4138,Browsetype,Schiller Group,726.82
4139,Kaymbo,Miller-Nitzsche,1613.41
4140,Feedmix,Parker Group,37.85
 4141,Browsecat, McLaughlin McKenzie and Schmidt ,3808.24 
4142,Vinder,Hoppe LLC,1413.91
4143,Jayo,Wisozk-Grady,450.76
4144,Wikizz,Smitham Inc,2040.93
4145,Jabberbean,Jenkins-Pollich,1243.54
4146,Blogpad,Beer and Sons,1752.48
 4147,Voomm, Kessler Larkin and Shields ,1669.42 
4148,Skyble,Koelpin-Doyle,592.4
4149,Skimia,Murphy-Bosco,944.63
4150,Quaxo,Zulauf-Bode,1204.19
4151,Talane,Senger Inc,1636.46
4152,Voonder,Turcotte and Sons,3509.83
4153,Zoomzone,Daugherty-O'Reilly,3187.7
4154,Skimia,Heathcote and Sons,3301.01
4155,Yakijo,Bartell-Keeling,3900.46
 4156,Realcube, Bogan Walter and Bernhard ,2057.41 
4157,Feedmix,Flatley-Towne,3185.25
 4158,Devpoint, Hintz Schaefer and Harvey ,2616.15 
4159,Mudo,Denesik-Swift,3091.31
4160,Feedbug,Veum LLC,315.43
 4161,Flashspan, Murray Brown and Johns ,3685.58 
